,name,bday,name_sp,num_of_child,education,role,birthplace,bday_sp,birthplace_sp,role_sp,name_sp_sp,num_of_child_sp,age_diff,age,age_spouse,name_sp_cl,year_m,year_div,name_sp_sp_cl,year_m_sp,year_div_sp,num_of_child_cl,num_of_child_sp_cl,name_sp_cl,num_of_m,name_sp_sp_cl,num_of_m_sp,num_of_role,num_of_role_sp,geohash,geohash_sp,zodiac,zodiac_sp,geo_distance ,sex,divorce
1550,Mercedes Ruehl,1948-02-28,David Geiser,2,,Actor,"Jackson Heights, Queens, New York , United States",,,,,,,71.18558218170119,,,,,,,,2.0,,,,,,1.0,,dr5ryer,,2.0,,,F,
1551,Janice Rule,1931-08-15,N. Richard Nash ( m.  1956;  div.  1956) Robert Thom ( m.  1956;  div.  1961) Ben Gazzara ( m.  1961;  div.  1982),2,,"Actress, psychotherapist","Norwood, Ohio , U.S.",,,,,,,87.72527841091878,,"['N Richard Nash', 'Robert Thom', 'Ben Gazzara']","[1956, 1956, 1961]","[1956, 1961, 1982]",,,,2.0,,"['N Richard Nash', 'Robert Thom', 'Ben Gazzara']",3.0,,,2.0,,dngyy1w,,7.0,,,F,1.0
1552,Olesya Rulin,1986-03-17,,,,Actress,"Moscow ,  Russian SFSR ,  Soviet Union",,,,,,,33.13688850558191,,,,,,,,,,,,,,1.0,,ucfv0n0,,2.0,,,F,
1553,Jennifer Runyon,1960-04-01,Todd Corman ( m.  1991),2,,Actress,"Chicago ,  Illinois , U.S.",,,,,,,59.09498483883995,,['Todd Corman'],[1991],,,,,2.0,,['Todd Corman'],1.0,,,1.0,,dp3wjzt,,3.0,,,F,0.0
1554,Debra Jo Rupp,1951-02-24,,,,Actress,"Glendale, California , U.S.",,,,,,,68.19578773006975,,,,,,,,,,,,,,1.0,,9q5fjp3,,2.0,,,F,
1555,Barbara Rush,1927-01-04,Jeffrey Hunter  ( m.  1950–1955) Warren Cowan  ( m.  1959–1970) Jim Gruzalski ( m.  1970–1973),2; including  Claudia Cowan,"University of California, Santa Barbara (1948)",Actress,"Denver ,  Colorado , U.S.",1926-11-25,"New Orleans, Louisiana , U.S.","Actor, producer",Barbara Rush ( m.  1950;  div.  1955)  1 child Joan Bartlett ( m.  1957;  div.  1967)  2 children Emily McLaughlin  ( m.  1969–1969),4,0.1095162802795403,92.33591381068742,92.44543009096697,"['Jeffrey Hunter', 'Warren Cowan', 'Jim Gruzalski']","[1950, 1959, 1970]",,"['Barbara Rush', '1 child Joan Bartlett', '2 children Emily McLaughlin']","[1950, 1957, 1969]","[1955, 1967]",2.0,4.0,"['Jeffrey Hunter', 'Warren Cowan', 'Jim Gruzalski']",3.0,"['Barbara Rush', '1 child Joan Bartlett', '2 children Emily McLaughlin']",3.0,1.0,2.0,9xj64fk,9vrfqk7,0.0,11.0,5003530.0,F,1.0
1556,Odeya Rush,1997-05-12,,,,"
 Actress 
 model 
","Haifa ,  Israel",,,,,,,21.982655359110726,,,,,,,,,,,,,,2.0,,svbfs1y,,4.0,,,F,
1557,Betsy Russell,1963-09-06,Vincent Van Patten ( m.  1989;  div.  2001),2,,Actress,"San Diego ,  California , U.S.",1957-10-17,"Bellerose, New York , U.S.","Actor, tennis player, commentator",Betsy Russell ( m.  1989;  div.  2001) Eileen Davidson  ( m.  2003),3,5.886500065025292,55.66438735908335,61.55088742410864,['Vincent Van Patten'],[1989],[2001],"['Betsy Russell', 'Eileen Davidson']","[1989, 2003]",[2001],2.0,3.0,['Vincent Van Patten'],1.0,"['Betsy Russell', 'Eileen Davidson']",2.0,1.0,4.0,9mudjgt,dr5xdtd,8.0,9.0,20000000.0,F,1.0
1558,Gail Russell,1924-09-21,Guy Madison ( m.  1949;  div.  1954),,,Actress,"Chicago , Illinois, U.S.",1922-01-19,"Pumpkin Center, Kern County, California , U.S.",Actor,Gail Russell ( m.  1949;  div.  1954)     Sheila Connolly ( m.  1954;  div.  1964),4,2.6721972388207833,94.62206616152282,97.29426340034361,['Guy Madison'],[1949],[1954],"['Gail Russell', 'Sheila Connolly']","[1949, 1954]","[1954, 1964]",,4.0,['Guy Madison'],1.0,"['Gail Russell', 'Sheila Connolly']",2.0,1.0,1.0,dp3wjzt,9q72ek4,8.0,0.0,20000000.0,F,1.0
1559,Jane Russell,1921-06-21,Bob Waterfield  (m. 1943–1968; divorced) Roger Barrett (m. 1968; his death) John Calvin Peoples (m. 1974–1999; his death),3,,"Actress, model, singer","Bemidji, Minnesota , U.S.",,,,,,,97.87469968582518,,,,,,,,3.0,,,,,,3.0,,cbkw0cu,,6.0,,,F,
1560,Keri Russell,1976-03-23,Shane Deary ( m.  2007; separated 2013),3,,"Actress, dancer","Fountain Valley, California , United States",,,,,,,43.119297453062,,['Shane Deary'],[2007],[2013],,,,3.0,,['Shane Deary'],1.0,,,2.0,,9mupgbs,,3.0,,,F,1.0
1561,Rosalind Russell,1907-06-04,Frederick Brisson (1941–1976; her death),1,,"Actress, comedian, screenwriter, singer","Waterbury, Connecticut , U.S.",,,,,,,111.92290053868321,,,,,,,,1.0,,,,,,4.0,,drkh3tm,,5.0,,,F,
1562,Theresa Russell,1957-03-20,Nicolas Roeg   (1982–?; divorced),2,,Actress,"San Diego , California, U.S.",,,,,,,62.12858580258322,,,,,,,,2.0,,,,,,1.0,,9mudjgt,,3.0,,,F,
1563,Deanna Russo,,Michael Cassady ( m.  2014),1,,Actress,"New Jersey , USA",,,,,,,,,['Michael Cassady'],[2014],,,,,1.0,,['Michael Cassady'],1.0,,,1.0,,dr55fu7,,,,,F,0.0
1564,Rene Russo,1954-02-17,Dan Gilroy  ( m.   1992 ),1,,"Actress, producer, model","Burbank, California , U.S.",1959-06-24,"Santa Monica, California , U.S.",Filmmaker,Rene Russo  ( m.  1992),1,-5.347132384648555,65.21420699945926,59.86707461481071,['Dan Gilroy'],[1992],,['Rene Russo'],[1992],,1.0,1.0,['Dan Gilroy'],1.0,['Rene Russo'],1.0,3.0,1.0,9q5f7y6,9q59x9j,1.0,6.0,123264.0,F,0.0
1565,Kelly Rutherford,1968-11-06,Carlos Tarajano ( m.  2001;  div.  2002) Daniel Giersch ( m.  2006;  div.  2010),2,,Actress,"Elizabethtown, Kentucky , U.S.",,,,,,,50.49521892988905,,"['Carlos Tarajano', 'Daniel Giersch']","[2001, 2006]","[2002, 2010]",,,,2.0,,"['Carlos Tarajano', 'Daniel Giersch']",2.0,,,1.0,,dndyqpe,,10.0,,,F,1.0
1566,Amy Ryan,1969-05-03,Eric Slovin ( m.  2011),1,,Actress,"New York City ,  New York , U.S.",,,,,,,50.00787148264509,,['Eric Slovin'],[2011],,,,,1.0,,['Eric Slovin'],1.0,,,1.0,,dr5regw,,4.0,,,F,0.0
1567,Blanchard Ryan,1967-01-12,,,,,"Boston ,  Massachusetts , U.S.",,,,,,,52.31318918252941,,,,,,,,,,,,,,,,drt2zp2,,0.0,,,F,
1568,Debby Ryan,1993-05-13,Josh Dun  (engaged),,Fossil Ridge High School,"
 Actress 
 singer 
 musician 
 model 
","Huntsville, Alabama , U.S.",,,,,,,25.979999589313948,,,,,,,,,,,,,,4.0,,dn4mtdm,,4.0,,,F,
1569,Eileen Ryan,,Leo Penn ( m.  1957; died 1998),Michael Penn Sean Penn Chris Penn,,Actress,"New York City , U.S.",1921-08-27,"Lawrence, Massachusetts , U.S.","Television director, actor",Olive Deering ( m.  1947;  div.  1952) Eileen Ryan  ( m.  1957),Michael Penn Sean Penn Chris Penn,,,97.69125991635694,['Leo Penn'],[1957],,"['Olive Deering', 'Eileen Ryan']","[1947, 1957]",[1952],,,['Leo Penn'],1.0,"['Olive Deering', 'Eileen Ryan']",2.0,1.0,3.0,dr5regw,drt6uws,,8.0,625441.0,F,0.0
1570,Irene Ryan,1902-10-17,Tim Ryan  ( m.  1922–1942) ; divorced Harold E. Knox ( m.  1946–1961) ; divorced,,,Actress,"El Paso , Texas, United States [1]",,"Bayonne ,  New Jersey , United States",Actor,Irene Ryan  ( m.  1922–1942) ; divorced,,,116.55270128750077,,,,,,,,,,,,,,1.0,1.0,9tskff7,dr5r37x,9.0,,20000000.0,F,
1571,Jeri Ryan,1968-02-22,Jack Ryan ( m.  1991;  div.  1999) Christophe Émé  ( m.  2007),2,,Actress,"Munich ,  West Germany",,,,,,,51.20159893769208,,"['Jack Ryan', 'Christophe Émé']","[1991, 2007]",[1999],,,,2.0,,"['Jack Ryan', 'Christophe Émé']",2.0,,,1.0,,u281zd9,,2.0,,,F,1.0
1572,Meg Ryan,1961-11-19,Dennis Quaid ( m.  1991;  div.  2001),"2,  Jack Quaid",,"Actress, producer","Fairfield, Connecticut , U.S.",1954-04-09,"Houston ,  Texas , U.S.","
 Actor 
 producer 
 director 
 singer 
 writer 
",P. J. Soles ( m.  1978;  div.  1983) Meg Ryan ( m.  1991;  div.  2001) Kimberly Buffington ( m.  2004;  div.  2018),"3, including  Jack Quaid",7.61411938643504,57.46045435566781,65.07457374210286,['Dennis Quaid'],[1991],[2001],"['P J Soles', 'Meg Ryan', 'Kimberly Buffington']","[1978, 1991, 2004]","[1983, 2001, 2018]",2.0,3.0,['Dennis Quaid'],1.0,"['P J Soles', 'Meg Ryan', 'Kimberly Buffington']",3.0,2.0,5.0,dr7fhck,9vk1mc9,10.0,3.0,20000000.0,F,1.0
1573,Winona Ryder,1971-10-29,Scott Mackinlay Hahn (2011–present),,,"
 Actress 
 film producer 
","Winona, Minnesota , U.S.",,,,,,,47.51911401329254,,,,,,,,,,,,,,3.0,,9zyfdh4,,10.0,,,F,
1574,Katee Sackhoff,1980-04-08,Karl Urban   (2014–present) [1],,,Actress,"Portland ,  Oregon , U.S.",,,,,,,39.07540880373998,,,,,,,,,,,,,,1.0,,c20fbmg,,3.0,,,F,
1575,Katey Sagal,1954-01-19,Freddy Beckmeier ( m.  1977;  div.  1981)     Fred Lombardo ( m.  1986;  div.  1989)     Jack White ( m.  1993;  div.  2000)     Kurt Sutter    ( m.  2004),4,,Actress  •  singer  •  songwriter,"Los Angeles ,  California ,  U.S.",,,,,,,65.29360630266193,,"['Freddy Beckmeier', 'Fred Lombardo', 'Jack White', 'Kurt Sutter']","[1977, 1986, 1993, 2004]","[1981, 1989, 2000]",,,,4.0,,"['Freddy Beckmeier', 'Fred Lombardo', 'Jack White', 'Kurt Sutter']",4.0,,,5.0,,9q5ctr1,,0.0,,,F,1.0
1576,Halston Sage,1993-05-10,,,,Actress,"Los Angeles ,  California , U.S.",,,,,,,25.988213310334913,,,,,,,,,,,,,,1.0,,9q5ctr1,,4.0,,,F,
1577,Eva Marie Saint,1924-07-04,Jeffrey Hayden ( m.   1951 ; died  2016 ),2,,Actress,"Newark, New Jersey , U.S.",,,,,,,94.83836081507492,,['Jeffrey Hayden'],[1951],,,,,2.0,,['Jeffrey Hayden'],1.0,,,1.0,,dr5r8pt,,6.0,,,F,0.0
1578,Susan Saint James,1946-08-14,Richard Neubert (1967–1968) Tom Lucas (1971–1977) Dick Ebersol  (1981–present),"5, including  Charlie Ebersol",,Actress,"Los Angeles, California , U.S.",,,,,,,72.72702382663573,,,,,,,,5.0,,,,,,1.0,,9q5ctr1,,7.0,,,F,
1579,Jill St. John,1940-08-19,Neil Dubin ( m.  1957;  div.  1958) Lance Reventlow ( m.  1960;  div.  1963) Jack Jones ( m.  1967;  div.  1969) Robert Wagner  ( m.  1990),,Hollywood Professional School,Actress,"Los Angeles , California, U.S.",,,,,,,78.7120885439126,,"['Neil Dubin', 'Lance Reventlow', 'Jack Jones', 'Robert Wagner']","[1957, 1960, 1967, 1990]","[1958, 1963, 1969]",,,,,,"['Neil Dubin', 'Lance Reventlow', 'Jack Jones', 'Robert Wagner']",4.0,,,1.0,,9q5ctr1,,7.0,,,F,1.0
1580,Zoe Saldana,1978-06-19,Marco Perego-Saldana ( m.  2013),3,,"Actress, dancer","Passaic, New Jersey , U.S.",,,,,,,40.879689521345405,,['Marco Perego Saldana'],[2013],,,,,3.0,,['Marco Perego Saldana'],1.0,,,2.0,,dr723jt,,5.0,,,F,0.0
1581,Laura San Giacomo,1962-11-14,Cameron Dye  ( m.  1990–1998) Matt Adler  ( m.  2000),1,Carnegie Mellon University (BFA),Actress,"West Orange, New Jersey , U.S.",1959-04-09,"New Orleans ,  Louisiana , U.S.",Actor,Laura San Giacomo  ( m.  1990–1998),2,3.6003477141898874,56.47480783315195,60.075155547341836,"['Cameron Dye', 'Matt Adler']","[1990, 2000]",,['Laura San Giacomo'],[1990],,1.0,2.0,"['Cameron Dye', 'Matt Adler']",2.0,['Laura San Giacomo'],1.0,1.0,1.0,dr70neh,9vrfqk7,10.0,3.0,20000000.0,F,1.0
1582,Kiele Sanchez,1977-10-13,Zach Helm ( m.  2001;  div.  2008) Zach Gilford  ( m.  2012),2,Glenbard North High School,Actress,"Chicago ,  Illinois , U.S.",1975-01-21,"Santa Clara, California ,  United States","Film director ,  film producer ,  screenwriter",,,2.7269553789605534,41.56142836608554,44.2883837450461,"['Zach Helm', 'Zach Gilford']","[2001, 2012]",[2008],,,,2.0,,"['Zach Helm', 'Zach Gilford']",2.0,,,1.0,7.0,dp3wjzt,9q9k8b4,9.0,1.0,20000000.0,F,1.0
1583,Erin Sanders,1991-01-19,,,,Actress,"Santa Monica, California ,  U.S.",,,,,,,28.293531010219237,,,,,,,,,,,,,,1.0,,9q59x9j,,0.0,,,F,
1584,Adam Sandler,1966-09-09,Jacqueline Titone ( m.  2003),2,,"
 Actor 
 comedian 
 screenwriter 
 film producer 
 musician 
","New York City , New York, U.S.",,,,,,,52.65542755840298,,['Jacqueline Titone'],[2003],,,,,2.0,,['Jacqueline Titone'],1.0,,,6.0,,dr5regw,,8.0,,,F,0.0
1585,Bianca Santos,1990-07-26,,,,"Actress, producer","Santa Monica ,  California , U.S.",,,,,,,28.778140550456204,,,,,,,,,,,,,,2.0,,9q59x9j,,7.0,,,F,
1586,Mia Sara,1967-06-19,American,2,Saint Ann's School,Actress,"Brooklyn Heights ,  New York , U.S.",1963-01-11,"Marylebone ,  London , England","Actor, director",Mia Sara ( m.  1996;  div.  2002),1,4.435409351321383,51.88059987542523,56.316009226746615,,,,['Mia Sara'],[1996],[2002],2.0,1.0,,,['Mia Sara'],1.0,1.0,2.0,dr5rs0q,gcpvhdd,5.0,0.0,20000000.0,F,
1587,Susan Sarandon,1946-10-04,Chris Sarandon ( m.  1967;  div.  1979),"3; including  Eva Amurri  & two sons John ""Jack"" Henry and Miles Guthrie [1]",,"Actress , activist","New York City, New York , U.S.",1942-07-24,"Beckley ,  West Virginia , US",Actor,Actor,3,4.197211441713383,72.58739056927931,76.7846020109927,['Chris Sarandon'],[1967],[1979],,,,,3.0,['Chris Sarandon'],1.0,,,3.0,1.0,dr5regw,dnwqbt2,9.0,7.0,5003530.0,F,1.0
1588,Tura Satana,1938-07-10,John Satana ( m.  1951–1952) Endel Jurman ( m.  1981–2000),2,,Actress,"Hokkaidō, Japan",,,,,,,80.82301484630075,,"['John Satana', 'Endel Jurman']","[1951, 1981]",,,,,2.0,,"['John Satana', 'Endel Jurman']",2.0,,,1.0,,xpttfun,,6.0,,,F,1.0
1589,Morgan Saylor,1994-10-26,,,,Actress,"Chicago ,  Illinois , US",,,,,,,24.52617096860305,,,,,,,,,,,,,,1.0,,dp3wjzt,,10.0,,,F,
1590,Allison Scagliotti,1990-09-21,,,,"Actress, director","Monterey, California , U.S.",,,,,,,28.62207985105786,,,,,,,,,,,,,,2.0,,9q924nz,,8.0,,,F,
1591,Gia Scala,,Don Burnett (1959-1970; divorced),,,"Actress ,  model","Liverpool ,  Lancashire [1] , England",,,,,,,,,,,,,,,,,,,,,3.0,,gcw18sz,,,,,F,
1592,Diana Scarwid,1955-08-27,Eric Scheinbart ( m.  1978;  div.  1995),2,The American Academy of Dramatic ArtsPace University,Actress,"Savannah, Georgia ,  U.S",,,,,,,63.691930703573654,,['Eric Scheinbart'],[1978],[1995],,,,2.0,,['Eric Scheinbart'],1.0,,,1.0,,djwqd8p,,8.0,,,F,1.0
1593,Cassie Scerbo,1990-03-30,,,,"Actress, singer, dancer","Long Island, New York , U.S.",,,,,,,29.10121357728085,,,,,,,,,,,,,,3.0,,dr7bpc2,,3.0,,,F,
1594,Kristen Schaal,1978-01-24,Rich Blomquist [1] [2]  ( m.  2012),1,,"
 Actress 
 voice actress 
 comedian 
 writer 
","Longmont, Colorado , U.S.",,,,,,,41.27942394436573,,['Rich Blomquist 1 2'],[2012],,,,,1.0,,['Rich Blomquist 1 2'],1.0,,,5.0,,9xjk825,,1.0,,,F,0.0
1595,Natalie Schafer,1900-11-05,Louis Calhern ( m.  1933;  div.  1942),,,Actress,"Red Bank, New Jersey , U.S. [1]",1895-02-19,"Brooklyn , New York, U.S.",Actor,Ilka Chase ( m.  1926;  div.  1927) Julia Hoyt ( m.  1927;  div.  1932)   Natalie Schafer ( m.  1933;  div.  1942)   Marianne Stewart ( m.  1946;  div.  1955),,5.708536109571038,118.4993531694696,124.20788927904064,['Louis Calhern'],[1933],[1942],"['Ilka Chase', 'Julia Hoyt', 'Natalie Schafer', 'Marianne Stewart']","[1926, 1927, 1933, 1946]","[1927, 1932, 1942, 1955]",,,['Louis Calhern'],1.0,"['Ilka Chase', 'Julia Hoyt', 'Natalie Schafer', 'Marianne Stewart']",4.0,1.0,1.0,dr5md3e,dr5rmm5,10.0,2.0,123264.0,F,1.0
1596,Anne Schedeen,1949-01-08,Christopher Barrett ( m.  1982),1,,Actress,"Portland ,  Oregon , U.S.",,,,,,,70.32314147449982,,['Christopher Barrett'],[1982],,,,,1.0,,['Christopher Barrett'],1.0,,,1.0,,c20fbmg,,0.0,,,F,0.0
1597,Taylor Schilling,1984-07-27,,,Fordham University (BFA),Actress,"Boston, Massachusetts , U.S.",,,,,,,34.77415689576104,,,,,,,,,,,,,,1.0,,drt2zp2,,7.0,,,F,
1598,Carly Schroeder,1990-10-18,,,,Actress,"Valparaiso, Indiana , U.S.",,,,,,,28.548156361869168,,,,,,,,,,,,,,1.0,,dp65fvu,,9.0,,,F,
1599,Annabella Sciorra,1960-03-29,Joe Petruzzi ( m.  1989;  div.  1993),,,Actress,"Brooklyn ,  New York , U.S. [1]",,,,,,,59.103198559860914,,['Joe Petruzzi'],[1989],[1993],,,,,,['Joe Petruzzi'],1.0,,,1.0,,dr5rs1t,,3.0,,,F,1.0
1600,Ashley Scott,1977-07-13,"Anthony Rhulen (2004–2008, divorced) [1] Steve Hart  (January 2010 – present)",2,,"Actress, model","Metairie, Louisiana , U.S.",,,,,,,41.81331581072849,,,,,,,,2.0,,,,,,2.0,,9vrfsd2,,6.0,,,F,
1601,Lizabeth Scott,1922-09-29,,,,"Actress, singer, model","Scranton, Pennsylvania , United States",,,,,,,96.60157292757552,,,,,,,,,,,,,,3.0,,dr65w62,,9.0,,,F,
1602,Martha Scott,1912-09-22,Carlton Alsop ( m.  1940;  div.  1946) Mel Powell ( m.  1946; died 1998),3,,"Film, television and stage actress","Jamesport, Missouri , U.S.",,,,,,,106.61957466614646,,"['Carlton Alsop', 'Mel Powell']","[1940, 1946]",[1946],,,,3.0,,"['Carlton Alsop', 'Mel Powell']",2.0,,,5.0,,9zj73t0,,8.0,,,F,1.0
1603,Stefanie Scott,1996-12-06,,,,"Actress, singer","Chicago ,  Illinois , U.S.",,,,,,,22.412506759207922,,,,,,,,,,,,,,2.0,,dp3wjzt,,11.0,,,F,
1604,Amy Sedaris,1961-03-29,,,,"
 Actress 
 comedian 
 writer 
","Endicott, New York , U.S.",,,,,,,58.10386250231011,,,,,,,,,,,,,,3.0,,dr3zmry,,3.0,,,F,
1605,Kyra Sedgwick,1965-08-19,Kevin Bacon  ( m.   1988 ),"2, including  Sosie Bacon",,"Actress, producer, director","New York City , U.S.",1958-07-08,"Philadelphia ,  Pennsylvania , U.S.","Actor, director, producer, musician",Kyra Sedgwick  ( m.  1988),"2, including  Sosie Bacon",7.115820311163131,53.71225966310054,60.82807997426367,['Kevin Bacon'],[1988],,['Kyra Sedgwick'],[1988],,2.0,2.0,['Kevin Bacon'],1.0,['Kyra Sedgwick'],1.0,3.0,4.0,dr5regw,dr4e394,7.0,6.0,625441.0,F,0.0
1606,Sandra Seacat,1936-10-02,Arthur I. Kaufman (1959–1968 or 1969; divorced) [3] Michael Ebert (?–1978; divorced) [4] [5] Thurn Hoffman (?–present),1,,"Acting teacher, actress, director","Greensburg, Kansas , U.S.",,,,,,,82.59170277281532,,,,,,,,1.0,,,,,,4.0,,9y9mut3,,9.0,,,F,
1607,Marian Seldes,1928-08-23,Julian Claman  (1953–1961; divorced) Garson Kanin  (1990–1999; his death),Katharine Claman,,Actress,"Manhattan ,  New York City ,  New York , United States",,,,,,,90.70138332751529,,,,,,,,,,,,,,1.0,,dr72h8r,,8.0,,,F,
1608,Christian Serratos,1990-09-21,David Boyd  (2014–present),1,,Actress,"Pasadena, California , U.S.",,,,,,,28.62207985105786,,,,,,,,1.0,,,,,,1.0,,9q5fr83,,8.0,,,F,
1609,Joan Severance,1958-12-23,Eric Milan ( m.  1977;  div.  1984),,,"Actress, fashion model","Houston, Texas , U.S",,,,,,,60.3681115970896,,['Eric Milan'],[1977],[1984],,,,,,['Eric Milan'],1.0,,,3.0,,9vk1mc9,,0.0,,,F,1.0
1610,Chloë Sevigny,1974-11-18,,,,Actress model fashion designer,"Springfield ,  Massachusetts , US",,,,,,,44.46360979349336,,,,,,,,,,,,,,4.0,,drkrs0m,,10.0,,,F,
1611,Amanda Seyfried,1985-12-03,Thomas Sadoski  ( m.  2017),1,,Actress model singer-songwriter,"Allentown, Pennsylvania , U.S.",1976-07-01,"New Haven, Connecticut , U.S.",Actor,Kimberly Hope ( m.  2007;  div.  2015) Amanda Seyfried  ( m.  2017),1,9.423875918054444,33.421630834308715,42.84550675236316,['Thomas Sadoski'],[2017],,"['Kimberly Hope', 'Amanda Seyfried']","[2007, 2017]",[2015],1.0,1.0,['Thomas Sadoski'],1.0,"['Kimberly Hope', 'Amanda Seyfried']",2.0,3.0,1.0,dr4qfx7,drk4urz,11.0,6.0,625441.0,F,0.0
1612,Sarah Shahi,1980-01-10,Steve Howey  ( m.  2009),3,Trinity High School,"Actress, model","Euless, Texas , U.S.",1977-07-12,"San Antonio ,  Texas , U.S.",Actor,Sarah Shahi  ( m.  2009),3,2.496971190373519,39.31908252736196,41.81605371773548,['Steve Howey'],[2009],,['Sarah Shahi'],[2009],,3.0,3.0,['Steve Howey'],1.0,['Sarah Shahi'],1.0,2.0,1.0,9vffycg,9v1zqsr,0.0,6.0,625441.0,F,0.0
1613,Karen Sharpe,1934-09-20,Chester Stevens (1957-62; divorced) Stanley Kramer  (1966-2001; his death),Jennifer Kramer Katharine Kramer [1],,Film and television  actress  and producer,"San Antonio, Texas , U.S.",,,,,,,84.62596767900779,,,,,,,,1.0,,,,,,6.0,,9v1zqsr,,8.0,,,F,
1614,Lindsey Shaw,1989-05-10,,,,Actress,"Lincoln, Nebraska , U.S.",,,,,,,29.988295447545124,,,,,,,,,,,,,,1.0,,9z70pmz,,4.0,,,F,
1615,Vinessa Shaw,1976-07-19,Kristopher Gifford,1,,Actress model,"Los Angeles ,  California , U.S.",,,,,,,42.796224426237366,,,,,,,,1.0,,,,,,2.0,,9q5ctr1,,6.0,,,F,
1616,Alia Shawkat,1989-04-18,,,,"
 Actress 
 producer 
","Riverside, California , U.S.",,,,,,,30.04852940169887,,,,,,,,,,,,,,2.0,,9qh931c,,3.0,,,F,
1617,Lin Shaye,1943-10-12,Marshall Rubinoff ( m.  19??; died 1968) Clayton Landey ( m.  1988;  div.  2003),1,,Actress,"Detroit ,  Michigan , U.S.",,"New York City ,  New York , U.S.",Actor,Lin Shaye ( m.  1988;  div.  2003),1,,75.56623339288281,,,,,['Lin Shaye'],[1988],[2003],1.0,1.0,,,['Lin Shaye'],1.0,1.0,1.0,dpsby4p,dr5regw,9.0,,5003530.0,F,
1618,Ally Sheedy,1962-06-13,David Lansbury ( m.  1992;  div.  2008),1,,"Actress, author","New York City ,  New York , U.S.",,,,,,,56.896445512228176,,['David Lansbury'],[1992],[2008],,,,1.0,,['David Lansbury'],1.0,,,2.0,,dr5regw,,5.0,,,F,1.0
1619,Kate Lyn Sheil,,Actress,,,Actress,United States,,,,,,,,,,,,,,,,,,,,,1.0,,9yegjbp,,,,,F,
1620,Adrienne Shelly,1966-06-24,Andy Ostroy (m. 1994),Sophie Ostroy (b. 2003) [2],,"Actress, director, screenwriter","Queens ,  New York City ,  New York , U.S.",,,,,,,52.8662463979411,,['Andy Ostroy'],[1994],,,,,,,['Andy Ostroy'],1.0,,,3.0,,dr5x8y2,,6.0,,,F,0.0
1621,Marley Shelton,1974-04-12,Beau Flynn  ( m.  2001),2,,Actress,"Los Angeles ,  California , U.S.",,,Film producer,Marley Shelton  ( m.  2001),2,,45.06594933503084,,['Beau Flynn'],[2001],,['Marley Shelton'],[2001],,2.0,2.0,['Beau Flynn'],1.0,['Marley Shelton'],1.0,1.0,2.0,9q5ctr1,,3.0,,,F,0.0
1622,Cybill Shepherd,1950-02-18,David Ford ( m.  1978;  div.  1982) Bruce Oppenheim ( m.  1987;  div.  1990),"3, including  Clementine Ford",,"Actress, singer","Memphis, Tennessee ,  U.S.",,,,,,,69.21155122966249,,"['David Ford', 'Bruce Oppenheim']","[1978, 1987]","[1982, 1990]",,,,3.0,,"['David Ford', 'Bruce Oppenheim']",2.0,,,2.0,,9ypzyyu,,2.0,,,F,1.0
1623,Sherri Shepherd,1967-04-22,Jeff Tarpley ( m.  2001;  div.  2010) Lamar Sally ( m.  2011;  sep.  2014),2,,"Actress, comedian, author, television personality","Chicago ,  Illinois ,  U.S.",,,,,,,52.03939848183057,,"['Jeff Tarpley', 'Lamar Sally']","[2001, 2011]","[2010, 2014]",,,,2.0,,"['Jeff Tarpley', 'Lamar Sally']",2.0,,,5.0,,dp3wjzt,,4.0,,,F,1.0
1624,Ann Sheridan,1915-02-21,Edward Norris ( m.  1936;  div.  1938) George Brent ( m.  1942;  div.  1943) Scott McKay ( m.  1966; her death 1967),,,"Actress, singer","Denton, Texas , U.S.",,,,,,,104.2047406859826,,"['Edward Norris', 'George Brent', 'Scott McKay']","[1936, 1942, 1966]","[1938, 1943]",,,,,,"['Edward Norris', 'George Brent', 'Scott McKay']",3.0,,,2.0,,9vfuvwt,,2.0,,,F,1.0
1625,Lisa Sheridan,,,,Carnegie Mellon School of Drama,Actress,"Macon, Georgia , U.S.",,,,,,,,,,,,,,,,,,,,,1.0,,djudbfk,,,,,F,
1626,Margaret Sheridan,1926-10-29,William F. Pattison (1946–1952) (1 child)  Paul Wellington Wildman (1953–1982) (2 children) her death,3 [1],,,"Los Angeles , California, U.S.",,,,,,,92.51935358015565,,,,,,,,,,,,,,,,9q5ctr1,,10.0,,,F,
1627,Brooke Shields,1965-05-31,Andre Agassi ( m.  1997;  div.  1999) Chris Henchy  ( m.  2001),2,,"Actress, model","Manhattan, New York , U.S.",,,,,,,53.931292223659625,,"['Andre Agassi', 'Chris Henchy']","[1997, 2001]",[1999],,,,2.0,,"['Andre Agassi', 'Chris Henchy']",2.0,,,2.0,,dr72h8r,,5.0,,,F,1.0
1628,Alexandra Shipp,1991-07-16,,,,"
 Actress 
 singer 
 songwriter 
 multi-instrumentalist 
","Phoenix, Arizona , U.S.",,,,,,,27.806183562975285,,,,,,,,,,,,,,4.0,,9tbq39n,,6.0,,,F,
