,name_m,bday_m,spouse_m,child_m,education_m,role_m,birthplace_m,bday_m_sp,birthplace_m_sp,role_m_sp,spouse_m_sp,child_m_sp,age_m_diff,age_m,age_m_spouse
17987,Robert Wagner,1930-02-10,"Natalie Wood ( m.  1957;  div.  1962) ( m.  1972; died 1981) 
 Marion Marshall ( m.  1963;  div.  1971)   Jill St. John  ( m.  1990)","2, including Katie Wagner",,"Actor, producer","Detroit, Michigan, U.S.",1938-07-20,"San Francisco, California, U.S.",Actress,Robert Wagner ( m.  1957;  div.  1962) ( m.  1972) Richard Gregson ( m.  1969;  div.  1972),"2, Natasha Gregson Wagner, Courtney Wagner",-8.438229395538581,89.1489900545528,80.71076065901421
17988,William Wagner,1883-11-07,,,,,"New York City, New York, U.S.",,,,,,,135.40866684463063,
17989,Ken Wahl,1957-02-14,Corinne Alphen ( m.  1983;  div.  1991)   Lorrie Vidal ( m.  1993;  div.  1997)   Shane Barbi  ( m.  1997),3,,,"Chicago, Illinois, U.S.",1954-09-27,"Lynn, Massachusetts, U.S.","Model, actress",Ken Wahl ( m.  1984;  div.  1991),,2.38471700308699,62.13679952360418,64.52151652669117
17990,Donnie Wahlberg,1969-08-17,"
 Singer 
 songwriter 
 actor 
 record producer 
 film producer 
",2,,"
Singer
songwriter
actor
record producer
film producer
","Dorchester, Massachusetts, U.S.",,,,,,,49.63277822268767,
17991,Mark Wahlberg,1971-06-05,"Los Angeles ,  California , U.S.",4,,Actorbusinessmanmodelrappersongwriterproducer,"Boston, Massachusetts, U.S.",1978-07-01,"Lakeland, Florida, U.S.",Model,Mark Wahlberg  ( m.  2009),4,-7.072013799051315,47.833973319096216,40.761959520044904
17992,Robert Wahlberg,1967-12-18,Gina,,,Actor,"Boston, Massachusetts, U.S.",,,,,,,51.29742568293668,
17993,David Wain,1969-08-01,Zandy Hartig ( m.  2009;  div.  2015),2,,"
Comedian
actor
director
writer
","Shaker Heights, Ohio, U.S.",,,,,,,49.676584734799484,
17994,James Wainwright,1938-03-05,,,,Actor,"Danville, Illinois, U.S.",,,,,,,81.08585391897164,
17995,Liam Waite,1971-03-20,Natasha Henstridge  (1996–2004),2,,Actor,"Boston, Massachusetts, U.S.",,,,,,,48.04479215863433,
17996,Malcolm Waite,1892-05-07,,,,,"Menominee, Michigan, United States",,,,,,,126.9102034949383,
17997,Ralph Waite,1928-06-22,"
 Beverly Waite ( m.  1951;  div.  1966) 
 Kerry Shear Waite ( m.  1977;  div.  1981) 
 Linda East ( m.  1982) 
",3 daughters,,"Actor, political activist","White Plains, New York, U.S.",,,,,,,90.78625844473193,
17998,Thomas G. Waites,1955-01-08,Lisa Greenberg,2,Juilliard SchoolNew School (BA)University of Iowa (MFA),"Actor, director, playwright, teacher","Philadelphia, Pennsylvania, U.S.",,,,,,,64.23951210497135,
17999,Raymond Walburn,1887-09-09,Gertrude Steinman  (m.?-1953; her death)  Jane Davis  (m.1955-1969; his death),,,Actor,"Plymouth, Indiana, USA",,,,,,,131.57012122083273,
18000,Gregory Walcott,1928-01-13,Barbara ( m.  1954; died 2010),3,,Actor,"Wendell, North Carolina, U.S.",,,,,,,91.22706147285707,
18001,Robert Walden,1943-09-25,,,,,"New York City, New York, U.S.",,,,,,,75.52790269478497,
18002,Louis Waldon,1934-12-16,,,,Film actor,"Modesto, California, U.S.",,,,,,,84.30289465218314,
18003,Charles Waldron,1874-12-24,May King (1907-?),,,Actor,"Waterford, New York, United States",,,,,,,144.2794855472734,
18004,Wally Wales,1895-11-13,,,,,"Sheridan, Wyoming, U.S.",,,,,,,123.39199299095806,
18005,Christopher Walken,1943-03-31,Georgianne Thon  ( m.  1969),,,"Actor, director, screenwriter, playwright","Astoria, New York, U.S.",1944-02-08,United States,Casting director,Christopher Walken  ( m.  1969),,-0.8597028001943914,76.01525014202893,75.15554734183453
18006,Benjamin Walker,1982-06-21,Mamie Gummer ( m.  2011;  div.  2013) Kaya Scodelario  ( m.  2015),1,Juilliard School (BFA),"Actor, stand-up comedian","Cartersville, Georgia, U.S.",1983-08-03,"New York City, New York, U.S.",Actress,Benjamin Walker ( m.  2011;  div.  2013),1,-1.117066058851311,36.789256452904574,35.67219039405327
18007,Clint Walker,1927-05-30,Verna Garver ( m.  1948;  div.  1968) Giselle Hennesy ( m.  1974; died 1994) Susan Cavallari ( m.  1997; his death 2018),1,,"Actor, singer","Hartford, Illinois, U.S.",,,,,,,91.85130427045046,
18008,Cody Walker,1988-06-13,Felicia Knox ( m.  2015),1,,Actor,"Los Angeles County, California, U.S.",,,,,,,30.809667549641677,
18009,Jimmie Walker,1947-06-25,,,Theodore Roosevelt High School,"Actor, comedian","The Bronx, New York, U.S.",,,,,,,71.7797080022177,
18010,Brandon Uranowitz,1986-07-09,Zachary Prince,,,"Actor, dancer, singer","Livingston, New Jersey",,,,,,,32.73989198956858,
18011,Johann Urb,1977-01-24,"Erin Axtell ( m.  2007–2010) 
 Rachel Emma Pringle ( m.  2018)",,,"Actor, producer","Tallinn, Estonia",,,,,,,42.19388488469989,
18012,James Urbaniak,1963-09-17,,,,"Actor, voice actor","Bayonne, New Jersey, U.S.",,,,,,,55.54939526478983,
18013,Robert Urich,1946-12-19,Barbara Rucker ( m.  1968–1974) Heather Menzies  ( m.  1975),3,,"Actor, producer","Toronto, Ohio, US",,,,,,,72.29443451953155,
18014,Michael Urie,1980-08-08,,,Collin CollegeJuilliard School (BFA),"
Actor
director
producer
","Houston, Texas, U.S.",,,,,,,38.65650903167074,
18015,Francis L. Urry,1908-01-23,,,,"Stage, film actor",,,,,,,,111.20009308883824,
18016,David Ury,1973-09-30,,,,"Actor, stand-up comedian, english<->Japanese translation specialist","Sonoma, California, U.S.",,,,,,,45.51222817716996,
18017,Usher,1978-10-14,Tameka Foster ( m.  2007;  div.  2009) Grace Miguel ( m.  2015; sep 2018),2,,"
Singer
songwriter
dancer
actor
","Dallas, Texas, U.S.",1971-01-01,"Oakland, California, US","Designer, stylist",Ryan Glover ( m.  2002;  div.  2007) Usher ( m.  2007;  div.  2009),5,7.783869620868328,40.47447928431111,48.25834890517944
18018,Guy Usher,1883-05-09,,,,Actor,"Mason City, Iowa",,,,,,,135.90696591990252,
18019,Jessie Usher,1992-02-29,,,,Actor,"Maryland, United States[citation needed]",,,,,,,27.09706564816526,
18020,Natividad Vácio,1912-09-08,,,,,"El Paso, Texas, U.S.",,,,,,,106.57303024702766,
18021,Peter Vack,1986-09-19,,,,"
Actor
director
writer
producer
","West Village, New York, U.S.",,,,,,,32.542762685065405,
18022,David VadimДевід Вадим,1972-03-28,,,,,"Ukrainian SSR, Soviet Union",,,,,,,47.02081493802063,
18023,Constantine Dan Vafiadis,1938-01-03,,1 Nick Vadis,,Actor,"Shanghai, China",,,,,,,81.25286624639794,
18024,Arun Vaidyanathan,,,,,"Film director, film producer, screenwriter","Sirkazhi, Tamil Nadu, India",,,,,,,,
18025,Lester Vail,1899-06-29,,,,Actor,"Denver, Colorado, United States",,,,,,,119.76700411370528,
18026,David Valcin,1964-09-11,Diane Murphy,3,,Actor,"Staten Island, NY",,,,,,,54.563748742273965,
18027,Wilmer Valderrama,1980-01-30,,,,"Actor, producer, singer","Miami, Florida, U.S.",,,,,,,39.17944927000554,
18028,Jeremy Ray Valdez,1980-07-10,,,,"Actor, musician","Santa Fe, New Mexico, U.S.",,,,,,,38.73590833487341,
18029,Michael Vale,1922-06-28,,,,Actor,"Brooklyn, New York, U.S.",,,,,,,96.7713231620088,
18030,Paul Valentine,1919-03-23,Flevur Ali Khan (1952-2006) Lili St. Cyr  (1946-1949) (divorced),,,Film and television actor,"New York City, New York, U.S.",,,,,,,100.0376462213461,
18031,Scott Valentine,1958-06-03,Kym Valentine,1,,Actor,"Saratoga Springs, New York, U.S.",,,,,,,60.83903160229163,
18032,Mark Valley,1964-12-24,Actor,1,,Actor,"Ogdensburg, New York, U.S.",1979-06-07,"Melbourne, Victoria, Australia",Actress,Mark Valley ( m.  2008;  div.  2009),,-14.450673182885343,54.279006413547165,39.82833323066182
18033,Rick Vallin,1919-09-24,,,,,Russia,,,,,,,99.53113342505321,
18034,James Vallo,,,,,"Film producer, actor",United States,,,,,,,,
18035,Drew Van Acker,1986-04-02,,,,"Actor, model, producer","New York, U.S.",,,,,,,33.008206876253446,
18036,Lee Van Atta,,,,,,,,,,,,,,
18037,Lewis Van Bergen,1938-11-09,,,,Actor,"New York City, New York, United States",,,,,,,80.4041150742315,
18038,Lee Van Cleef,1925-01-09,Forest Lawn Memorial Park (Hollywood Hills),,,Actor,"Somerville, New Jersey, United States",,,,,,,94.23602127353745,
18039,James Van Der Beek,1977-03-08,Heather McComb ( m.  2003;  div.  2010) Kimberly Van Der Beek ( m.  2010),5[1],,Actor,"Cheshire, Connecticut, U.S.",1977-03-02,"Lakewood Township, New Jersey, U.S.",Actress,James Van Der Beek ( m.  2003;  div.  2010),,0.016427442041931046,42.07615488339938,42.09258232544131
18040,Casper Van Dien,1968-12-18,Carrie Mitchum ( m.  1993;  div.  1997) Catherine Oxenberg ( m.   1999 ;  div.  2015) Jennifer Wenger ( m.   2018 ),4,,"Actor, producer","Milton, Florida, U.S.",,,,,,,50.29535171837888,
18041,Barry Van Dyke,1951-07-31,Mary Carey ( m.  1974),"4, including Shane Van Dyke",,"Actor, writer, director, presenter","Atlanta, Georgia, U.S.",,,,,,,67.6810612127559,
18042,Dick Van Dyke,1925-12-13,Margie Willett ( m.  1948;  div.  1984) Arlene Silver  ( m.  2012),"4, including Barry",,"Actor, comedian, singer, dancer","West Plains, Missouri, U.S.",,,,,,,93.31060870517533,
18043,Jerry Van Dyke,1931-07-27,Carol Johnson ( m.  1957;  div.  1974) Shirley Ann Jones ( m.  1977),"3, including Kelly Jean Van Dyke",,"Actor, comedian","Danville, Illinois, U.S.",,,,,,,87.69242352683492,
18044,Phillip Van Dyke,1984-06-13,Danielle Morgan  Jennifer ( m.  2009),3,,Actor,"San Francisco, California, U.S.",,,,,,,34.80974968685189,
18045,Shane Van Dyke,1979-08-28,,,,"Actor, screenwriter, film director","Los Angeles, California, U.S.",,,,,,,39.603824856088764,
18046,Brian Van Holt,1969-07-06,,,,Actor,"Waukegan, Illinois, U.S.",,,,,,,49.74777031698118,
18047,Patrick Van Horn,1969-08-19,,,,,United States,,,,,,,49.62730240867369,
18048,Cameron Van Hoy,1985-05-21,,,,"Actor, producer, writer and director","California, United States",,,,,,,33.873385490461814,
18049,Phillip Edward Van Lear,,,3,,Actor,"Aurora, Illinois, U.S.",,,,,,,,
18050,Rik Van Nutter,1929-05-01,Anita Ekberg  (1963-1975),,,,"Los Angeles, California, U.S.",,,,,,,89.92929355154452,
18051,Dick Van Patten,1928-12-09,Patricia Poole ( m.  1954; his death 2015),"3, including Vincent",,"Actor, businessman, animal welfare advocate","Queens, New York, U.S.",,,,,,,90.32081425354387,
18052,Tim Van Patten,1959-06-10,,,,"Director, actor, screenwriter, producer","Brooklyn, New York, United States",,,,,,,59.8205301956919,
18053,Vincent Van Patten,1957-10-17,Betsy Russell ( m.  1989;  div.  2001) Eileen Davidson  ( m.  2003),3,,"Actor, tennis player, commentator","Bellerose, New York, U.S.",1963-09-06,"San Diego, California, U.S.",Actress,Vincent Van Patten ( m.  1989;  div.  2001),2,-5.886500065025292,61.466012306892,55.5795122418667
18054,Mandela Van Peebles,1994-06-04,,,,"Actor, rapper, producer","Los Angeles, California, U.S.",,,,,,,24.835554460392753,
18055,Mario Van Peebles,1957-01-15,,Morgana Van PeeblesMandela Van Peebles,,"Actor, film director","Mexico City, Mexico",,,,,,,62.218936733813834,
18056,Ernest Van Pelt,1883-03-31,,,,Actor,,,,,,,,136.01374429317508,
18057,Luis van Rooten,1906-11-29,Catherine Gaylord Kelly,Courtlandt Van Rooten[1],,"Actor, author, translator","Mexico City, Mexico",,,,,,,112.35001403177341,
18058,Edward Van Sloan,1882-11-01,Myra Jackson (1911–1960; her death); 1 child,,,Actor,"New Trier, Minnesota, U.S.",,,,,,,136.42443034422337,
18059,Travis Van Winkle,1982-11-04,,,,Actor,"Victorville, California, U.S.",,,,,,,36.41690109995414,
18060,Steve Van Wormer,1969-12-08,,,,"Actor, voice actor","Flint, Michigan, United States",,,,,,,49.32339473089797,
18061,Bobby Van,1928-12-06,Diane Garrett ( m.  1952;  div.  1962) Elaine Joyce  ( m.  1968),2,,"Actor, singer, dancer, game show host","The Bronx, New York, U.S.",,,,,,,90.32902797456484,
18062,Wally Van,1880-09-27,,,,ActorFilm director,"New Hyde Park, New York",,,,,,,138.51892920456956,
18063,Schuster Vance,,,,,,,,,,,,,,
18064,Warren Vanders,1930-05-23,Dawn Bender  (1953–1955),,,Film and television actor,"San Fernando, California, U.S.",,,,,,,88.86972353983997,
18065,Paul Vandervort,1985-02-05,,,,"Actor, writer, producer","Aspen, Colorado, United States",,,,,,,34.16086572619561,
18066,Chase Wright Vanek,1996-06-27,,,,Actor,"Seattle, Washington",,,,,,,22.77117257712342,
18067,Bee Vang,1991-11-04,,,,"Actor, activist, student","Fresno, California, United States",,,,,,,27.417400767982915,
18068,Marc Vann,1954-08-23,Mary Easterling (1985–1988; divorced),,,,"Norfolk, Virginia",,,,,,,64.61734327193577,
18069,Jilon VanOver,1978-08-24,Kylie King  ( m.  2012),,,Actor,"Loma Linda, California, United States",,,,,,,40.614112541667524,
18070,Victor Varconi,1891-03-31,Anna Aranyosy (m. 1919–1949) (her death) Lilliane Varconi (m. ?–1976) [1],,,Actor,"Kisvárda, Austria-Hungary",,,,,,,128.01358001875465,
18071,Jacob Vargas,1971-08-18,Sylvia Arzate,2,,Actor,"Michoacán, Mexico",,,,,,,47.63136820057907,
18072,Valentin de Vargas,1935-04-27,Arlene McQuade  (m. 1960–67; divorced); 2 children Nome Jones (1973–80); 1 child M. Diana Pace (2007–13; his death),,,Actor,"Albuquerque, New Mexico, U.S.",,,,,,,83.94149092726066,
18073,Vincent Vargas,,,,,"Actor, Writer and Producer",,,,,,,,,
18074,Victor Varnado,1969-05-15,,,,"Actor, stand up comedian","Gary, Indiana, USA",,,,,,,49.890141481344585,
18075,Jim Varney,1949-06-15,Jacqueline Drew ( m.  1977;  div.  1983) Jane Varney ( m.  1988;  div.  1991),,,"Actor, comedian, writer","Lexington, Kentucky, U.S.",,,,,,,69.80567705017899,
18076,Roland Varno,1908-03-15,Elizabeth Tyree (1932-?) (divorced) (2 children),,,Actor,"Utrecht, Netherlands",,,,,,,111.05772192447483,
18077,Michael Vartan,1968-11-27,Lauren Skaar ( m.  2011;  div.  2014),,,Actor,"Boulogne-Billancourt, Hauts-de-Seine, France",,,,,,,50.352847765525645,
18078,Randy Vasquez,1961-10-16,,,,"Actor, director","Escondido, California, U.S.",,,,,,,57.46866807668877,
18079,Joseph Vassallo,,,,,,Malta,,,,,,,,
18080,Greg Vaughan,1973-06-15,Touriya Haoud ( m.  2006;  div.  2014),3,,,"Dallas, Texas, U.S.",1977-10-01,"Rhenen, Utrecht ","Actress, model, singer",Greg Vaughan  (2006–2014; divorced),3,-4.295776093964968,45.80518422691773,41.509408132952764
18081,Ned Vaughn,1964-11-20,Adelaide (m. 1997),5,,Actor,"Huntsville, Alabama",,,,,,,54.37209525178477,
18082,Robert Vaughn,1932-11-22,Linda Staab ( m.  1974– 2016 ),2,"M.A., California State University, Los AngelesPh.D., University of Southern California","Film, television and stage actor","New York City, U.S.",,,,,,,86.36727653545248,
18083,Vince Vaughn,1970-03-28,Kyla Weber ( m.   2010 ),2,,"Actor, producer, screenwriter, comedian","Minneapolis, Minnesota, U.S",,,,,,,49.02222496012923,
18084,Mikhail Vavich,,,,,"actor, singer","Odessa, Russian Empire",,,,,,,,
18085,Ron Vawter,1948-12-09,,,,,"Latham, New York",,,,,,,70.32040356749283,
18086,Yul Vazquez,1965-03-18,Linda Larkin  ( m.  2002),,,"Actor, musician",Cuba,1970-03-20,"Los Angeles, California, U.S.","Actress, voice actress",Yul Vazquez  ( m.  2002),,-5.004894008774992,54.049022224960126,49.044128216185136
18087,Bruno VeSota,1922-03-25,"Genevieve ""Jebbie"" VeSota (m. 1953 – 1976) (his death)",6,,Actor,"Chicago, Illinois, USA",,,,,,,97.03142432767271,
18088,Alex Veadov,1962-04-15,,,,actor,"Chernovtsy, Ukrainian SSR, Soviet Union (now Chernivtsi, Ukraine)",,,,,,,56.97310690842386,
18089,Perry N. Vekroff,1881-06-03,,,,"Film director, screenwriter, actor","Shumen, Bulgaria[1]",,,,,,,137.83719035982944,
18090,Reginald VelJohnson,1952-08-16,,,New York University (MFA),Actor,"New York City, New York, U.S.",,,,,,,66.6351807360863,
18091,Vinny Vella,1947-01-11,,,,Actor,United States,,,,,,,72.2314626583708,
18092,Lenny Venito,1969-05-10,,,,Actor,"Brooklyn, New York, U.S.",,,,,,,49.90383101637953,
18093,Chick Vennera,,,,,Actor,,,,,,,,,
18094,John Ventimiglia,,,2,,Actor,"Ridgewood, Queens, New York, U.S.",,,,,,,,
18095,Milo Ventimiglia,1977-07-08,,,,ActorDirectorProducer,"Anaheim, California, U.S.",,,,,,,41.742130228546785,
18096,Vincent Ventresca,1966-04-29,Dianne Shiner ( m.  1995),2,,"
Actor
writer
producer
","Indianapolis, Indiana, U.S.",,,,,,,52.93469407311581,
18097,Richard Venture,1923-11-11,"Grayce Grant (1946-1971; divorced) (4 children) Olivia Cole  (1969–1984; divorced) Lorraine Venture (1984-1995, divorced)",,,,"New York City, New York, U.S.",,,,,,,95.39963175150756,
18098,Mark Venturini,1961-01-10,,,West Leyden High School,Actor,"Illinois, U.S.",,,,,,,58.23254413163857,
18099,Ernő Verebes,1902-12-06,,,,,Hungary,,,,,,,116.33093081993471,
18100,Ben Vereen,1946-10-10,"Andrea Townsley (m. 1966, div. 1974) [3]    Nancy Bruner (m. 1976, div. 2012)",5,,"Actor, dancer, singer, voice actor","Laurinburg, North Carolina[1]or Miami, Florida[2]",,,,,,,72.48608801002074,
18101,Tom Verica,1964-05-13,Kira Arne' Verica,"Two children, Dante and Ciana",,"
Actor, director, producer
","Philadelphia, Pennsylvania",,,,,,,54.895035490119575,
18102,Glen Vernon,1923-10-27,,,,Actor,"Fall River, Massachusetts, U.S.",,,,,,,95.44070035661238,
18103,Harvey Vernon,1927-06-30,,,,Actor,,,,,,,,91.76642915323382,
18104,Dave Vescio,1970-06-24,,,Atlantic Theater Company,"Soldier, Actor, Photojournalist","Somerset, Pennsylvania, United States",,,,,,,48.78128914351424,
18105,Tommy Vicini,,,,,"Film, stage actor","Milwaukee, Wisconsin",,,,,,,,
18106,John Vickery,1950-11-04,,Alexandria,,Actor,"Alameda, California, United States",,,,,,,68.41755819763581,
18107,Vince Vieluf,1970-11-10,,,,Actor,"Joliet, Illinois, U.S.",,,,,,,48.400720069542835,
18108,Robert G. Vignola,1882-08-05,,,,"Actor, Screenwriter and Film director","Trivigno, Basilicata, Italy",,,,,,,136.66536616083835,
18109,Abe Vigoda,1921-02-24,Sonja Gohlke ( m.   1939 ;  div.   1963 ) Beatrice Schy ( m.   1968 ; died  1992 ),1,,Actor,"Brooklyn, New York, U.S.",,,,,,,98.11015968842618,
18110,Herb Vigran,1910-06-05,Belle Mary Vigran (1952–1986) (his death),,,Actor,"Cincinnati, Ohio, U.S.",,,,,,,108.83454143480017,
18111,Robert Viharo,1942-08-14,"Anne Helm  1972 - 1980,  Jeane Manson  1981 - ?","Will Viharo, Serena Viharo",,Actor,U.S.,,,,,,,76.64223084662929,
18112,Tom Villard,1953-11-19,Scott Chambliss [1],,,Actor,"Waipahu, Hawaii, United States",,,,,,,65.37574351287158,
18113,Chad Villella,,,,,"Writer, Actor, Director","Pennsylvania, United States",,,,,,,,
18114,Pruitt Taylor Vince,1960-07-05,Anne Schnieder ( Undated. ) Julianne Mattelig ( m.  2003),,,Actor,"Baton Rouge, Louisiana, US",,,,,,,58.7500085559594,
18115,Alex Vincent,1981-04-29,,,,"
Actor
sound engineer
","Newark, New Jersey, U.S.",,,,,,,37.93370158182577,
18116,Frank Vincent,1937-04-15,Kathleen Vincent ( m.  1970; his death 2017),3,,"Actor, musician, author","North Adams, Massachusetts, U.S.",,,,,,,81.97293578923592,
18117,James Vincent,1882-07-19,,,,ActorFilm director,"Springfield, Massachusetts",,,,,,,136.71191057995716,
18118,Jan-Michael Vincent,1945-07-15,Bonnie Poorman ( m.  1968;  div.  1977) Joanne Robinson ( m.  1986;  div.  1999) Patricia Ann Christ   ( m.  2000),1,,Actor,"Denver, Colorado, U.S.",,,,,,,73.72362197717955,
18119,Steve Vinovich,1945-01-22,,,,Actor,"Peoria, Illinois",,,,,,,74.20001779639554,
18120,Gary Vinson,1936-10-22,,,,Actor,"El Segundo, California",,,,,,,82.4520695154589,
18121,Tom Virtue,1957-11-19,Alima Virtue ( m.  1999),4,,Actor,"Sherman, Texas, U.S.",,,,,,,61.37566137566137,
18122,Michael Visaroff,1889-12-18,,,,Actor,"Moscow, Russia",,,,,,,129.29492049802528,
18123,Goran Visnjic,1972-09-09,Eva Visnjic ( m.  1999),4,,Actor,"Šibenik, SR Croatia, SFR Yugoslavia (now Croatia)",,,,,,,46.56906028186753,
18124,Mike Vitar,1978-12-21,,,,Firefighter (2002–present)Actor (1990–1997),"Los Angeles, California, U.S",,,,,,,40.28830160783589,
18125,Joe Viterelli,1937-03-10,Catherine Brennan (1960 [3] –2004; his death),,,Actor,"New York City, U.S.",,,,,,,82.0715004414875,
18126,Ray Vitte,1949-11-20,,,,Actor,"New York City, New York",,,,,,,69.3730877430748,
18127,John Vivyan,1915-05-31,,,,Actor,"Chicago, Illinois, U.S.",,,,,,,103.8488127750741,
18128,Emmett Vogan,1893-09-27,Edythe Vogan,,,Actor,"Lima, Ohio",,,,,,,125.51934673538813,
18129,Fred Vogel,1976-04-18,Shelby Vogel (m. 2006),,,Filmmakeractoreditorwriterfilm producer,"Warren Township, New Jersey, U.S",,,,,,,42.963236753663665,
18130,Mike Vogel,1979-07-17,Courtney Vogel ( m.  2003),3,,"Actor, model","Abington Township, Pennsylvania, U.S.",,,,,,,39.71881695038228,
18131,Mitch Vogel,1956-01-17,Christine Gilles (1985-present) (2 children),,,Actor,"Alhambra, California, U.S.",,,,,,,63.21553488435765,
